Watchtower ID: WT3030WFXSP, Postcode: 3030, Population Served: 16718, Watchtower Point of Contact Name: Adam Guess, x: 144.658381, y: -37.920393, Diameter of Cell: 0.133228
Watchtower ID: WT3173VYMOK, Postcode: 3173, Population Served: 5157, Watchtower Point of Contact Name: Theresa Taylor, x: 145.189416, y: -38.000037, Diameter of Cell: 0.047650
Watchtower ID: WT3173GFZOQ, Postcode: 3173, Population Served: 5157, Watchtower Point of Contact Name: Donald Lozano, x: 145.194999, y: -37.988542, Diameter of Cell: 0.037532
Watchtower ID: WT3173JKIEY, Postcode: 3173, Population Served: 5157, Watchtower Point of Contact Name: Teddy Mccauley, x: 145.189484, y: -37.992844, Diameter of Cell: 0.032444
Watchtower ID: WT3084JROEH, Postcode: 3084, Population Served: 12758, Watchtower Point of Contact Name: Sarah Lerma, x: 145.072622, y: -37.750858, Diameter of Cell: 0.032787
Watchtower ID: WT3084GWBWX, Postcode: 3084, Population Served: 12758, Watchtower Point of Contact Name: Sean Magruder, x: 145.084172, y: -37.734350, Diameter of Cell: 0.037691
Watchtower ID: WT3196XSNIF, Postcode: 3196, Population Served: 8442, Watchtower Point of Contact Name: Tamika Hardy, x: 145.119698, y: -38.054031, Diameter of Cell: 0.049010
Watchtower ID: WT3196IBOKA, Postcode: 3196, Population Served: 8442, Watchtower Point of Contact Name: Warren Morales, x: 145.141334, y: -38.030989, Diameter of Cell: 0.050668
Watchtower ID: WT3196YBQPJ, Postcode: 3196, Population Served: 8442, Watchtower Point of Contact Name: Louise Hassan, x: 145.113281, y: -38.069485, Diameter of Cell: 0.151441
Watchtower ID: WT3146HRIZE, Postcode: 3146, Population Served: 25255, Watchtower Point of Contact Name: Manuel Ingham, x: 145.053696, y: -37.851035, Diameter of Cell: 0.038093
Watchtower ID: WT3141NAWKR, Postcode: 3141, Population Served: 4191, Watchtower Point of Contact Name: Byron Hutchins, x: 144.986669, y: -37.840302, Diameter of Cell: 0.018698
Watchtower ID: WT3141VUIEX, Postcode: 3141, Population Served: 4191, Watchtower Point of Contact Name: Mario Degeorge, x: 144.990847, y: -37.832669, Diameter of Cell: 0.014355
Watchtower ID: WT3141XWIRO, Postcode: 3141, Population Served: 4191, Watchtower Point of Contact Name: Gladys Wicks, x: 144.990304, y: -37.829036, Diameter of Cell: 0.018458
Watchtower ID: WT3141DNRAR, Postcode: 3141, Population Served: 4191, Watchtower Point of Contact Name: Christopher Gladden, x: 145.006562, y: -37.837492, Diameter of Cell: 0.020932
Watchtower ID: WT3141WNXNO, Postcode: 3141, Population Served: 4191, Watchtower Point of Contact Name: Virgil Johnson, x: 144.999303, y: -37.829665, Diameter of Cell: 0.022387
Watchtower ID: WT3141OOGAL, Postcode: 3141, Population Served: 4191, Watchtower Point of Contact Name: Francine Cardero, x: 144.989161, y: -37.836343, Diameter of Cell: 0.019752
Watchtower ID: WT3101MKQBQ, Postcode: 3101, Population Served: 24605, Watchtower Point of Contact Name: Jeffrey Boger, x: 145.016166, y: -37.789515, Diameter of Cell: 0.036004
Watchtower ID: WT3070NTZSI, Postcode: 3070, Population Served: 8187, Watchtower Point of Contact Name: Hattie Hilton, x: 144.990567, y: -37.782210, Diameter of Cell: 0.018556
Watchtower ID: WT3070PKQKW, Postcode: 3070, Population Served: 8187, Watchtower Point of Contact Name: Joseph Lankford, x: 145.009873, y: -37.785442, Diameter of Cell: 0.025369
Watchtower ID: WT3070UIAUA, Postcode: 3070, Population Served: 8187, Watchtower Point of Contact Name: Ruth Whatley, x: 144.998083, y: -37.776884, Diameter of Cell: 0.019987
Watchtower ID: WT3056DZVPH, Postcode: 3056, Population Served: 12236, Watchtower Point of Contact Name: Leonard Houser, x: 144.974349, y: -37.762857, Diameter of Cell: 0.030033
Watchtower ID: WT3056SINUS, Postcode: 3056, Population Served: 12236, Watchtower Point of Contact Name: Angelina Doten, x: 144.971727, y: -37.765238, Diameter of Cell: 0.027521
Watchtower ID: WT3802EJGIH, Postcode: 3802, Population Served: 12149, Watchtower Point of Contact Name: Maria Murillo, x: 145.265500, y: -37.975355, Diameter of Cell: 0.046100
Watchtower ID: WT3802JFIGQ, Postcode: 3802, Population Served: 12149, Watchtower Point of Contact Name: Judy Susanin, x: 145.264696, y: -37.968875, Diameter of Cell: 0.042347
Watchtower ID: WT3752TYZVC, Postcode: 3752, Population Served: 8020, Watchtower Point of Contact Name: William Ortiz, x: 145.099008, y: -37.635444, Diameter of Cell: 0.052748
Watchtower ID: WT3752MDIOG, Postcode: 3752, Population Served: 8020, Watchtower Point of Contact Name: Debbie Davis, x: 145.080195, y: -37.656853, Diameter of Cell: 0.076411
Watchtower ID: WT3752DTWRY, Postcode: 3752, Population Served: 8020, Watchtower Point of Contact Name: Shirley Vernon, x: 145.111901, y: -37.633348, Diameter of Cell: 0.028791
Watchtower ID: WT3214SDJVB, Postcode: 3214, Population Served: 23964, Watchtower Point of Contact Name: Linda Bradley, x: 144.358725, y: -38.055569, Diameter of Cell: 0.191128
Watchtower ID: WT3024REMLK, Postcode: 3024, Population Served: 3974, Watchtower Point of Contact Name: Stephen Mcdonald, x: 144.653608, y: -37.799617, Diameter of Cell: 0.100149
Watchtower ID: WT3024ONESQ, Postcode: 3024, Population Served: 3974, Watchtower Point of Contact Name: Cathy Funke, x: 144.656703, y: -37.823723, Diameter of Cell: 0.078274
Watchtower ID: WT3024OCPGU, Postcode: 3024, Population Served: 3974, Watchtower Point of Contact Name: Ricky Lessman, x: 144.573538, y: -37.922034, Diameter of Cell: 0.132684
Watchtower ID: WT3024SWHMW, Postcode: 3024, Population Served: 3974, Watchtower Point of Contact Name: Cathy Ellison, x: 144.643939, y: -37.866055, Diameter of Cell: 0.086279
Watchtower ID: WT3024AHCQK, Postcode: 3024, Population Served: 3974, Watchtower Point of Contact Name: Juan Greer, x: 144.595508, y: -37.877422, Diameter of Cell: 0.104809
Watchtower ID: WT3024LLIXC, Postcode: 3024, Population Served: 3974, Watchtower Point of Contact Name: Robert Callen, x: 144.671602, y: -37.843915, Diameter of Cell: 0.064599
Watchtower ID: WT3166YKFIY, Postcode: 3166, Population Served: 11878, Watchtower Point of Contact Name: Jane Orsini, x: 145.093723, y: -37.904756, Diameter of Cell: 0.044740
Watchtower ID: WT3166LAGWZ, Postcode: 3166, Population Served: 11878, Watchtower Point of Contact Name: Elayne Sledge, x: 145.106636, y: -37.890327, Diameter of Cell: 0.025496
Watchtower ID: WT3122QTFAA, Postcode: 3122, Population Served: 11755, Watchtower Point of Contact Name: Gertrude Mak, x: 145.020694, y: -37.835677, Diameter of Cell: 0.026500
Watchtower ID: WT3122GVRSM, Postcode: 3122, Population Served: 11755, Watchtower Point of Contact Name: William Bell, x: 145.036639, y: -37.810998, Diameter of Cell: 0.044585
Watchtower ID: WT3338VUNIK, Postcode: 3338, Population Served: 23412, Watchtower Point of Contact Name: Christine Smith, x: 144.611668, y: -37.688476, Diameter of Cell: 0.194672
Watchtower ID: WT3182RKGMN, Postcode: 3182, Population Served: 5847, Watchtower Point of Contact Name: Dennis Vargas, x: 144.985959, y: -37.853812, Diameter of Cell: 0.014263
Watchtower ID: WT3182VNNPW, Postcode: 3182, Population Served: 5847, Watchtower Point of Contact Name: Julia Marshall, x: 144.972019, y: -37.851499, Diameter of Cell: 0.054874
Watchtower ID: WT3182XUYBI, Postcode: 3182, Population Served: 5847, Watchtower Point of Contact Name: Carol Jepson, x: 144.975846, y: -37.865622, Diameter of Cell: 0.077299
Watchtower ID: WT3182OEGBG, Postcode: 3182, Population Served: 5847, Watchtower Point of Contact Name: Russell Jutras, x: 144.990865, y: -37.857137, Diameter of Cell: 0.022362
Watchtower ID: WT3145ZTUAZ, Postcode: 3145, Population Served: 23295, Watchtower Point of Contact Name: Mary Carter, x: 145.079901, y: -37.886609, Diameter of Cell: 0.037886
Watchtower ID: WT3186JHMXL, Postcode: 3186, Population Served: 7751, Watchtower Point of Contact Name: Bertha Amos, x: 144.998522, y: -37.910892, Diameter of Cell: 0.020915
Watchtower ID: WT3186TTDAZ, Postcode: 3186, Population Served: 7751, Watchtower Point of Contact Name: Delores Bryant, x: 144.998149, y: -37.892709, Diameter of Cell: 0.049048
Watchtower ID: WT3186NJIYK, Postcode: 3186, Population Served: 7751, Watchtower Point of Contact Name: Joseph Aguilar, x: 144.991209, y: -37.913922, Diameter of Cell: 0.097423
Watchtower ID: WT3172MPWVX, Postcode: 3172, Population Served: 23089, Watchtower Point of Contact Name: Kenneth Martin, x: 145.116380, y: -37.980367, Diameter of Cell: 0.058978
Watchtower ID: WT3075TFZBG, Postcode: 3075, Population Served: 11297, Watchtower Point of Contact Name: Angel Sledge, x: 145.000507, y: -37.665305, Diameter of Cell: 0.075026
Watchtower ID: WT3075PQUNW, Postcode: 3075, Population Served: 11297, Watchtower Point of Contact Name: Rick Walls, x: 144.972715, y: -37.670023, Diameter of Cell: 0.035051
Watchtower ID: WT3910TOMTM, Postcode: 3910, Population Served: 11294, Watchtower Point of Contact Name: Mary Conyers, x: 145.170787, y: -38.157889, Diameter of Cell: 0.125695
Watchtower ID: WT3910GHRJL, Postcode: 3910, Population Served: 11294, Watchtower Point of Contact Name: Mike Bonneau, x: 145.215118, y: -38.129956, Diameter of Cell: 0.132801
Watchtower ID: WT3131ZPDCI, Postcode: 3131, Population Served: 5626, Watchtower Point of Contact Name: Michael King, x: 145.168716, y: -37.803153, Diameter of Cell: 0.030822
Watchtower ID: WT3131NBPZS, Postcode: 3131, Population Served: 5626, Watchtower Point of Contact Name: Janet Keller, x: 145.182530, y: -37.819791, Diameter of Cell: 0.039501
Watchtower ID: WT3131XGUSR, Postcode: 3131, Population Served: 5626, Watchtower Point of Contact Name: Annette Russell, x: 145.158744, y: -37.801278, Diameter of Cell: 0.024870
Watchtower ID: WT3131QOEGH, Postcode: 3131, Population Served: 5626, Watchtower Point of Contact Name: Billie Rodriguez, x: 145.179863, y: -37.834174, Diameter of Cell: 0.030564
Watchtower ID: WT3192WYOED, Postcode: 3192, Population Served: 22291, Watchtower Point of Contact Name: Earl Maxwell, x: 145.044321, y: -37.963321, Diameter of Cell: 0.021071
Watchtower ID: WT3155DIOQN, Postcode: 3155, Population Served: 22195, Watchtower Point of Contact Name: Edward White, x: 145.304537, y: -37.851248, Diameter of Cell: 0.048770
Watchtower ID: WT3133ZMXPD, Postcode: 3133, Population Served: 22125, Watchtower Point of Contact Name: Darrell Baldwin, x: 145.198953, y: -37.835506, Diameter of Cell: 0.026735
Watchtower ID: WT3124HDVOU, Postcode: 3124, Population Served: 22094, Watchtower Point of Contact Name: Thomas Merritt, x: 145.081631, y: -37.827705, Diameter of Cell: 0.030954
Watchtower ID: WT3138GCDHE, Postcode: 3138, Population Served: 5491, Watchtower Point of Contact Name: Mark Montgomery, x: 145.325531, y: -37.781522, Diameter of Cell: 0.051630
Watchtower ID: WT3138DJNRN, Postcode: 3138, Population Served: 5491, Watchtower Point of Contact Name: Lawrence Gries, x: 145.300731, y: -37.788829, Diameter of Cell: 0.034145
Watchtower ID: WT3138NYAZI, Postcode: 3138, Population Served: 5491, Watchtower Point of Contact Name: Michael Jurczyk, x: 145.349804, y: -37.796626, Diameter of Cell: 0.060021
Watchtower ID: WT3138RHEWT, Postcode: 3138, Population Served: 5491, Watchtower Point of Contact Name: Thomas Ferguson, x: 145.306922, y: -37.783487, Diameter of Cell: 0.035357
Watchtower ID: WT3171PHQVZ, Postcode: 3171, Population Served: 7238, Watchtower Point of Contact Name: Cedric Harrington, x: 145.164981, y: -37.955797, Diameter of Cell: 0.043706
Watchtower ID: WT3171BGAEJ, Postcode: 3171, Population Served: 7238, Watchtower Point of Contact Name: Lila Levy, x: 145.133795, y: -37.928988, Diameter of Cell: 0.043744
Watchtower ID: WT3171MJICH, Postcode: 3171, Population Served: 7238, Watchtower Point of Contact Name: Juan Hinchee, x: 145.180433, y: -37.958791, Diameter of Cell: 0.021735
Watchtower ID: WT3011IQUNX, Postcode: 3011, Population Served: 7154, Watchtower Point of Contact Name: John Brown, x: 144.898460, y: -37.791085, Diameter of Cell: 0.020246
Watchtower ID: WT3011UJIUE, Postcode: 3011, Population Served: 7154, Watchtower Point of Contact Name: Dixie Howell, x: 144.895539, y: -37.813716, Diameter of Cell: 0.026178
Watchtower ID: WT3011EAEZY, Postcode: 3011, Population Served: 7154, Watchtower Point of Contact Name: Kenneth Carroll, x: 144.877916, y: -37.806634, Diameter of Cell: 0.029193
Watchtower ID: WT3340BDCGH, Postcode: 3340, Population Served: 21121, Watchtower Point of Contact Name: Paul Allison, x: 144.405325, y: -37.813274, Diameter of Cell: 0.262617
Watchtower ID: WT3047DGPRJ, Postcode: 3047, Population Served: 10451, Watchtower Point of Contact Name: Tomas Mcguffee, x: 144.926995, y: -37.682553, Diameter of Cell: 0.035722
Watchtower ID: WT3047ORCUE, Postcode: 3047, Population Served: 10451, Watchtower Point of Contact Name: Steven Amundson, x: 144.903287, y: -37.692479, Diameter of Cell: 0.060003
Watchtower ID: WT3108XXEQC, Postcode: 3108, Population Served: 20826, Watchtower Point of Contact Name: Ashley Mangone, x: 145.114857, y: -37.795282, Diameter of Cell: 0.028906
Watchtower ID: WT3201RUASD, Postcode: 3201, Population Served: 20711, Watchtower Point of Contact Name: Rose Williams, x: 145.153421, y: -38.102957, Diameter of Cell: 0.041290
Watchtower ID: WT3153RLWDL, Postcode: 3153, Population Served: 5138, Watchtower Point of Contact Name: Mark Trice, x: 145.243063, y: -37.829803, Diameter of Cell: 0.029375
Watchtower ID: WT3153NIFFF, Postcode: 3153, Population Served: 5138, Watchtower Point of Contact Name: Aaron Keeton, x: 145.251684, y: -37.839182, Diameter of Cell: 0.018934
Watchtower ID: WT3153IUEOJ, Postcode: 3153, Population Served: 5138, Watchtower Point of Contact Name: Kenneth Shumaker, x: 145.247285, y: -37.846961, Diameter of Cell: 0.032021
Watchtower ID: WT3153OMRBP, Postcode: 3153, Population Served: 5138, Watchtower Point of Contact Name: Lawrence Flores, x: 145.267001, y: -37.824226, Diameter of Cell: 0.047209
Watchtower ID: WT3074OTBSU, Postcode: 3074, Population Served: 5130, Watchtower Point of Contact Name: Belle Oldham, x: 145.032577, y: -37.689203, Diameter of Cell: 0.048496
Watchtower ID: WT3074WLDVX, Postcode: 3074, Population Served: 5130, Watchtower Point of Contact Name: James Dorris, x: 145.042948, y: -37.688596, Diameter of Cell: 0.062053
Watchtower ID: WT3074JGVWJ, Postcode: 3074, Population Served: 5130, Watchtower Point of Contact Name: James Boyer, x: 145.036730, y: -37.695761, Diameter of Cell: 0.031752
Watchtower ID: WT3074UPNMK, Postcode: 3074, Population Served: 5130, Watchtower Point of Contact Name: Kevin Rutherford, x: 144.974958, y: -37.688909, Diameter of Cell: 0.035888
Watchtower ID: WT3104SCUNI, Postcode: 3104, Population Served: 5101, Watchtower Point of Contact Name: Richard Wilson, x: 145.087040, y: -37.790686, Diameter of Cell: 0.023998
Watchtower ID: WT3104DAHNS, Postcode: 3104, Population Served: 5101, Watchtower Point of Contact Name: Daniel Hong, x: 145.098092, y: -37.786702, Diameter of Cell: 0.030410
Watchtower ID: WT3104RFPOC, Postcode: 3104, Population Served: 5101, Watchtower Point of Contact Name: Mary Rodriguez, x: 145.079504, y: -37.787801, Diameter of Cell: 0.034094
Watchtower ID: WT3104ONWBC, Postcode: 3104, Population Served: 5101, Watchtower Point of Contact Name: Juan Marrero, x: 145.105690, y: -37.793257, Diameter of Cell: 0.021403
Watchtower ID: WT3825QDDSO, Postcode: 3825, Population Served: 10140, Watchtower Point of Contact Name: Juan Power, x: 146.347468, y: -37.848533, Diameter of Cell: 0.367372
Watchtower ID: WT3825SLOEM, Postcode: 3825, Population Served: 10140, Watchtower Point of Contact Name: Vincent Booker, x: 146.397711, y: -37.598364, Diameter of Cell: 0.405769
Watchtower ID: WT3181CQDJD, Postcode: 3181, Population Served: 10130, Watchtower Point of Contact Name: Scott Devlin, x: 144.997345, y: -37.845562, Diameter of Cell: 0.017577
Watchtower ID: WT3181QMTHT, Postcode: 3181, Population Served: 10130, Watchtower Point of Contact Name: Amanda Hayes, x: 144.990970, y: -37.852748, Diameter of Cell: 0.014748
Watchtower ID: WT3168VWWBG, Postcode: 3168, Population Served: 10098, Watchtower Point of Contact Name: Lena Nevarez, x: 145.128121, y: -37.911336, Diameter of Cell: 0.041029
Watchtower ID: WT3168SIOCG, Postcode: 3168, Population Served: 10098, Watchtower Point of Contact Name: John Doyle, x: 145.148682, y: -37.912396, Diameter of Cell: 0.039880
Watchtower ID: WT3135TXDWV, Postcode: 3135, Population Served: 9978, Watchtower Point of Contact Name: Christina Gray, x: 145.248389, y: -37.811135, Diameter of Cell: 0.032125
Watchtower ID: WT3135MDMMN, Postcode: 3135, Population Served: 9978, Watchtower Point of Contact Name: Timothy Elder, x: 145.243905, y: -37.818056, Diameter of Cell: 0.019941
Watchtower ID: WT3128RYVPJ, Postcode: 3128, Population Served: 6609, Watchtower Point of Contact Name: Edward Meeks, x: 145.112659, y: -37.834395, Diameter of Cell: 0.023437
Watchtower ID: WT3128AQDRS, Postcode: 3128, Population Served: 6609, Watchtower Point of Contact Name: Sarah Kauffman, x: 145.129581, y: -37.820788, Diameter of Cell: 0.020835
Watchtower ID: WT3128BXKMY, Postcode: 3128, Population Served: 6609, Watchtower Point of Contact Name: Nannie Howard, x: 145.120534, y: -37.841764, Diameter of Cell: 0.020582
Watchtower ID: WT3219ERXHI, Postcode: 3219, Population Served: 4928, Watchtower Point of Contact Name: Robert Crites, x: 144.405274, y: -38.207929, Diameter of Cell: 0.034864
Watchtower ID: WT3219MZCMM, Postcode: 3219, Population Served: 4928, Watchtower Point of Contact Name: Charlie Gerber, x: 144.379424, y: -38.193629, Diameter of Cell: 0.040763
Watchtower ID: WT3219WYYSW, Postcode: 3219, Population Served: 4928, Watchtower Point of Contact Name: Cole Castillo, x: 144.394604, y: -38.170801, Diameter of Cell: 0.040264
Watchtower ID: WT3219MBCXZ, Postcode: 3219, Population Served: 4928, Watchtower Point of Contact Name: William Carmley, x: 144.406421, y: -38.192937, Diameter of Cell: 0.035949
Watchtower ID: WT3555MGTKL, Postcode: 3555, Population Served: 3281, Watchtower Point of Contact Name: Thomas Goodermote, x: 144.238393, y: -36.777089, Diameter of Cell: 0.071990
